key,en,ko,ar,ja,source
"BLOG[8].excerpt","PET-CT, endoscopy and tumor markers — what each test finds and who should consider it.","PET-CT·내시경·종양표지자 — 각 검사가 무엇을 찾고 누구에게 권장되는지.","التصوير المقطعي بالإصدار البوزيتروني والتنظير ودلالات الأورام — ماذا يكشف كل فحص ولمن يُنصح به.","PET-CT・内視鏡・腫瘍マーカー — 各検査が何を見つけ、誰に勧められるか。","data.js"
"BLOG[8].sections[0].h","What each test finds","각 검사가 찾는 것","ما يكشفه كل فحص","各検査が見つけるもの","data.js"
"BLOG[8].sections[0].p[0]","PET-CT scans the whole body for metabolic hotspots, endoscopy inspects the GI tract directly, and blood tumor markers flag risk to follow up. They work best combined.","PET-CT는 전신의 대사 이상을 스캔하고, 내시경은 소화관을 직접 관찰하며, 혈액 종양표지자는 추적할 위험 신호를 알려줍니다. 함께 조합할 때 가장 효과적입니다.","يمسح التصوير المقطعي بالإصدار البوزيتروني الجسم كله بحثاً عن البؤر الأيضية، ويفحص التنظير الجهاز الهضمي مباشرة، وتشير دلالات الأورام في الدم إلى خطر يستدعي المتابعة. وتعمل بأفضل صورة مجتمعةً.","PET-CTは全身の代謝の異常をスキャンし、内視鏡は消化管を直接観察し、血液の腫瘍マーカーは追跡すべきリスクを示します。組み合わせると最も効果的です。","data.js"
"BLOG[8].sections[1].h","Who should consider it","누구에게 권장될까","لمن يُنصح به","誰に勧められるか","data.js"
"BLOG[8].sections[1].p[0]","Family history, age and lifestyle guide the choice. A coordinator helps you pick a package that screens what matters without over-testing.","가족력·나이·생활습관이 선택 기준입니다. 코디네이터가 과잉검사 없이 꼭 필요한 항목을 검진하는 패키지를 고르도록 돕습니다.","يوجّه التاريخ العائلي والعمر ونمط الحياة الاختيار. ويساعدك المنسّق على اختيار باقة تفحص ما يهمّ دون إفراط في الفحوصات.","家族歴・年齢・生活習慣が選択の基準です。コーディネーターが過剰検査なく必要な項目を検診するパッケージ選びを手伝います。","data.js"
"BLOG[9].author","CareBridge Editorial","케어브릿지 편집팀","فريق تحرير CareBridge","CareBridge 編集部","data.js"
"BLOG[9].title","Payment, Insurance and Costs for Foreign Patients","외국인 환자의 결제·보험·비용","الدفع والتأمين والتكاليف للمرضى الأجانب","外国人患者の支払い・保険・費用","data.js"
"BLOG[9].excerpt","How pricing works, what to bring for insurance claims, and how to avoid surprise charges.","가격이 정해지는 방식, 보험 청구 준비물, 그리고 예상치 못한 비용을 피하는 법.","كيف يُحدَّد السعر، وما تحضره لمطالبات التأمين، وكيف تتجنّب الرسوم المفاجئة.","価格の決まり方、保険請求の持ち物、そして予想外の請求を避ける方法。","data.js"
"BLOG[9].sections[0].h","How pricing works","가격이 정해지는 방식","كيف يُحدَّد السعر","価格の決まり方","data.js"
"BLOG[9].sections[0].p[0]","Elective care is quoted up front, often as a package. Ask whether imaging, anesthesia and follow-ups are included so the estimate matches the final bill.","선택 진료는 대개 패키지로 사전에 견적이 나옵니다. 영상검사·마취·경과관찰 포함 여부를 확인해 견적과 최종 청구가 일치하도록 하세요.","يُسعّر العلاج الاختياري مسبقاً، وغالباً كباقة. اسأل عمّا إذا كان التصوير والتخدير والمتابعات مشمولة حتى يتطابق التقدير مع الفاتورة النهائية.","選択診療は多くの場合パッケージとして事前に見積もられます。画像検査・麻酔・経過観察が含まれるか確認し、見積もりと最終請求が一致するようにしましょう。","data.js"
"BLOG[9].sections[1].h","Insurance claims","보험 청구","مطالبات التأمين","保険請求","data.js"
"BLOG[9].sections[1].p[0]","Keep itemized receipts and the medical report CareBridge issues; most travel and private insurers need both. We can prepare documents in English on request.","항목별 영수증과 케어브릿지이 발급하는 진료 리포트를 보관하세요. 대부분의 여행자·민간 보험이 둘 다 요구합니다. 요청 시 영문 서류를 준비해 드립니다.","احتفظ بالإيصالات المفصّلة وبالتقرير الطبي الذي يصدره CareBridge؛ إذ يطلبهما معظم شركات تأمين السفر والتأمين الخاص. ويمكننا تجهيز المستندات بالإنجليزية عند الطلب.","項目別の領収書と CareBridge が発行する診療レポートを保管してください。多くの旅行・民間保険が両方を必要とします。ご要望に応じて英文書類を準備します。","data.js"
"BLOG[10].author","CareBridge Editorial","케어브릿지 편집팀","فريق تحرير CareBridge","CareBridge 編集部","data.js"
"BLOG[10].title","Choosing a Hospital: Accreditation and Reviews","병원 고르기: 인증과 후기 보는 법","اختيار المستشفى: الاعتماد والمراجعات","病院選び：認証と口コミの見方","data.js"
"BLOG[10].excerpt","How to read accreditations, verify a surgeon's experience, and weigh reviews wisely.","인증을 읽는 법, 의료진 경력 확인, 그리고 후기를 현명하게 판단하는 법.","كيف تقرأ الاعتمادات، وتتحقّق من خبرة الجرّاح، وتزن المراجعات بحكمة.","認証の読み方、医師の経歴確認、そして口コミを賢く判断する方法。","data.js"
"BLOG[10].sections[0].h","What accreditation means","인증이 의미하는 것","ماذا يعني الاعتماد","認証が意味すること","data.js"
"BLOG[10].sections[0].p[0]","Look for government registration for foreign-patient care and, ideally, international accreditation. These signal audited safety and record-keeping standards.","외국인 환자 유치 정부 등록과, 가능하면 국제 인증을 확인하세요. 감사받은 안전·기록관리 기준을 보증합니다.","ابحث عن تسجيل حكومي لرعاية المرضى الأجانب، ويُفضّل اعتماد دولي. فهذه تدلّ على معايير أمان وحفظ سجلات خاضعة للتدقيق.","外国人患者診療の政府登録と、できれば国際認証を確認しましょう。これらは監査された安全・記録管理の基準を示します。","data.js"
"BLOG[10].sections[1].h","Reading reviews wisely","후기를 현명하게 읽기","قراءة المراجعات بحكمة","口コミを賢く読む","data.js"
"BLOG[10].sections[1].p[0]","Weight recent, detailed reviews over star averages, and confirm the surgeon named actually performs your procedure. CareBridge verifies partners before listing them.","별점 평균보다 최근의 구체적인 후기를 중시하고, 언급된 의료진이 실제 그 시술을 하는지 확인하세요. 케어브릿지은 등재 전 파트너를 검증합니다.","رجّح المراجعات الحديثة والمفصّلة على متوسّطات النجوم، وتأكّد من أنّ الجرّاح المذكور يُجري إجراءك فعلاً. ويتحقّق CareBridge من الشركاء قبل إدراجهم.","星の平均より最近の具体的な口コミを重視し、記載された医師が実際にその施術を行うか確認しましょう。CareBridge は掲載前にパートナーを検証します。","data.js"
"BLOG[11].author","CareBridge Editorial","케어브릿지 편집팀","فريق تحرير CareBridge","CareBridge 編集部","data.js"
"BLOG[11].title","Interpreter Services for Medical Visits","의료 방문을 위한 통역 서비스","خدمات الترجمة الفورية للزيارات الطبية","医療受診のための通訳サービス","data.js"
"BLOG[11].excerpt","Why medical interpretation matters, which languages are covered, and how it's arranged.","의료 통역이 중요한 이유, 지원 언어, 그리고 준비되는 방식.","لماذا تهمّ الترجمة الطبية، وما اللغات المشمولة، وكيف تُرتَّب.","医療通訳が重要な理由、対応言語、そして手配される方法。","data.js"
"BLOG[11].sections[0].h","Why it matters","왜 중요한가","لماذا تهمّ","なぜ重要か","data.js"
"BLOG[11].sections[0].p[0]","Consent, symptoms and aftercare instructions leave no room for guesswork. A trained medical interpreter reduces error and helps you decide with confidence.","동의·증상·사후관리 안내는 추측의 여지가 없어야 합니다. 훈련된 의료 통역은 오류를 줄이고 자신 있게 결정하도록 돕습니다.","لا مجال للتخمين في الموافقة والأعراض وتعليمات الرعاية اللاحقة. ويقلّل المترجم الطبي المدرَّب من الأخطاء ويساعدك على اتخاذ القرار بثقة.","同意・症状・術後の指示に推測の余地はありません。訓練された医療通訳は誤りを減らし、自信を持って判断する助けになります。","data.js"
"BLOG[11].sections[1].h","How it's arranged","준비되는 방식","كيف تُرتَّب","手配される方法","data.js"
"BLOG[11].sections[1].p[0]","CareBridge pairs you with an interpreter for English, Arabic and Japanese, in person or on call, matched to your appointments across the whole trip.","케어브릿지은 영어·아랍어·일본어 통역을 대면 또는 전화로 배정하고, 여정 전체의 예약 일정에 맞춰 연결합니다.","يربطك CareBridge بمترجم للإنجليزية والعربية واليابانية، حضورياً أو عبر الهاتف، بما يتوافق مع مواعيدك طوال الرحلة.","CareBridge は英語・アラビア語・日本語の通訳を対面または電話で手配し、旅程全体の予約に合わせて連携します。","data.js"
